,Address
924,"{'latitude': 40.73561189999999, 'formatted_address': '49 Greenwich Ave, New York, NY 10014, USA', 'longitude': -74.0007335}"
925,"{'latitude': 40.7340651, 'formatted_address': '42 W 10th St, New York, NY 10011, USA', 'longitude': -73.9975023}"
926,"{'latitude': 40.7359057, 'formatted_address': '71 W 12th St, New York, NY 10011, USA', 'longitude': -73.99709779999999}"
927,"{'latitude': 40.7329079, 'formatted_address': '123 Waverly Pl, New York, NY 10011, USA', 'longitude': -73.9994689}"
928,"{'latitude': 40.73938100000001, 'formatted_address': '91 7th Ave, New York, NY 10011, USA', 'longitude': -73.99843299999999}"
929,"{'latitude': 40.7340651, 'formatted_address': '42 W 10th St, New York, NY 10011, USA', 'longitude': -73.9975023}"
930,"{'latitude': 40.735689, 'formatted_address': '48 Greenwich Ave, New York, NY 10011, USA', 'longitude': -74.0003344}"
931,"{'latitude': 40.7332319, 'formatted_address': '323 Bleecker St, New York, NY 10014, USA', 'longitude': -74.004023}"
932,"{'latitude': 40.7333402, 'formatted_address': '61 Grove St, New York, NY 10014, USA', 'longitude': -74.0033234}"
933,"{'latitude': 40.7417036, 'formatted_address': '88 Lexington Ave, New York, NY 10016, USA', 'longitude': -73.9835119}"
934,"{'latitude': 40.7391477, 'formatted_address': '72 7th Ave, New York, NY 10011, USA', 'longitude': -73.9995455}"
935,"{'latitude': 40.736685, 'formatted_address': '772 Greenwich St, New York, NY 10014, USA', 'longitude': -74.00680899999999}"
936,"{'latitude': 40.73654, 'formatted_address': '320 E 22nd St, New York, NY 10010, USA', 'longitude': -73.9803003}"
937,"{'latitude': 40.7250297, 'formatted_address': '21 E 2nd St, New York, NY 10003, USA', 'longitude': -73.99106050000002}"
938,"{'latitude': 40.74088709999999, 'formatted_address': '330 W 15th St, New York, NY 10011, USA', 'longitude': -74.0034634}"
939,"{'latitude': 40.72559649999999, 'formatted_address': '104 E 4th St, New York, NY 10003, USA', 'longitude': -73.9884948}"
940,"{'latitude': 40.7328869, 'formatted_address': '20 5th Ave, New York, NY 10011, USA', 'longitude': -73.9964621}"
941,"{'latitude': 40.7423863, 'formatted_address': '402 Third Ave, New York, NY 10016, USA', 'longitude': -73.9808262}"
942,"{'latitude': 40.7481837, 'formatted_address': '35 E 35th St, New York, NY 10016, USA', 'longitude': -73.9813111}"
943,"{'latitude': 40.738298, 'formatted_address': '205 W 13th St, New York, NY 10011, USA', 'longitude': -74.000593}"
944,"{'latitude': 40.73973549999999, 'formatted_address': '151 W 16th St, New York, NY 10011, USA', 'longitude': -73.9979318}"
945,"{'latitude': 40.7442818, 'formatted_address': '80 Madison Ave, New York, NY 10016, USA', 'longitude': -73.98589849999999}"
946,"{'latitude': 40.7311294, 'formatted_address': '232 E 12th St, New York, NY 10003, USA', 'longitude': -73.9866989}"
947,"{'latitude': 40.7308738, 'formatted_address': '1 University Pl, New York, NY 10003, USA', 'longitude': -73.9952212}"
948,"{'latitude': 40.7483335, 'formatted_address': '30 Park Ave, New York, NY 10016, USA', 'longitude': -73.9809404}"
949,"{'latitude': 40.7347155, 'formatted_address': '120 University Pl, New York, NY 10003, USA', 'longitude': -73.9923483}"
950,"{'latitude': 40.737849, 'formatted_address': '103 W 14th St, New York, NY 10011, USA', 'longitude': -73.9971896}"
951,"{'latitude': 40.7348449, 'formatted_address': '6 E 13th St, New York, NY 10003, USA', 'longitude': -73.9936086}"
952,"{'latitude': 40.7340651, 'formatted_address': '42 W 10th St, New York, NY 10011, USA', 'longitude': -73.9975023}"
953,"{'latitude': 40.7359057, 'formatted_address': '71 W 12th St, New York, NY 10011, USA', 'longitude': -73.99709779999999}"
954,"{'latitude': 40.7357356, 'formatted_address': '222 E 19th St, New York, NY 10003, USA', 'longitude': -73.9838813}"
955,"{'latitude': 40.7466169, 'formatted_address': '165 E 35th St, New York, NY 10016, USA', 'longitude': -73.9778556}"
956,"{'latitude': 40.7317524, 'formatted_address': '464 Hudson St, New York, NY 10014, USA', 'longitude': -74.00631229999999}"
957,"{'latitude': 40.7391477, 'formatted_address': '72 7th Ave, New York, NY 10011, USA', 'longitude': -73.9995455}"
958,"{'latitude': 40.733247, 'formatted_address': '24 W 9th St, New York, NY 10011, USA', 'longitude': -73.99745899999999}"
959,"{'latitude': 40.7378138, 'formatted_address': '239 Park Ave S, New York, NY 10003, USA', 'longitude': -73.9876464}"
960,"{'latitude': 40.7364117, 'formatted_address': '123 Bank St, New York, NY 10014, USA', 'longitude': -74.00774849999999}"
961,"{'latitude': 40.7263066, 'formatted_address': '640 Broadway, New York, NY 10012, USA', 'longitude': -73.9957754}"
962,"{'latitude': 40.736131, 'formatted_address': '110 Bank St, New York, NY 10014, USA', 'longitude': -74.0073}"
963,"{'latitude': 40.7331156, 'formatted_address': '140 Waverly Pl, New York, NY 10014, USA', 'longitude': -74.0007016}"
964,"{'latitude': 40.7330011, 'formatted_address': '125 Washington Pl, New York, NY 10014, USA', 'longitude': -74.001528}"
965,"{'latitude': 40.7326636, 'formatted_address': '19 Grove St, New York, NY 10014, USA', 'longitude': -74.0053207}"
966,"{'latitude': 40.7331156, 'formatted_address': '140 Waverly Pl, New York, NY 10014, USA', 'longitude': -74.0007016}"
967,"{'latitude': 40.7324081, 'formatted_address': '26 Grove St, New York, NY 10014, USA', 'longitude': -74.00497109999999}"
968,"{'latitude': 40.73112649999999, 'formatted_address': '136 West 4th Street, New York, NY 10012, USA', 'longitude': -74.0002885}"
969,"{'latitude': 40.728819, 'formatted_address': '176 W Houston St, New York, NY 10014, USA', 'longitude': -74.002985}"
970,"{'latitude': 40.7309066, 'formatted_address': '15 Leroy St, New York, NY 10014, USA', 'longitude': -74.0036398}"
971,"{'latitude': 40.7340651, 'formatted_address': '42 W 10th St, New York, NY 10011, USA', 'longitude': -73.9975023}"
972,"{'latitude': 40.733161, 'formatted_address': '129 Washington Pl, New York, NY 10014, USA', 'longitude': -74.00178}"
973,"{'latitude': 40.73215039999999, 'formatted_address': '52 Barrow St, New York, NY 10014, USA', 'longitude': -74.00478749999999}"
974,"{'latitude': 40.729113, 'formatted_address': '65 Downing St, New York, NY 10014, USA', 'longitude': -74.0048793}"
975,"{'latitude': 40.7331919, 'formatted_address': '661 Washington St, New York, NY 10014, USA', 'longitude': -74.0083224}"
976,"{'latitude': 40.7299392, 'formatted_address': '60 Leroy St, New York, NY 10014, USA', 'longitude': -74.005074}"
977,"{'latitude': 40.7324081, 'formatted_address': '26 Grove St, New York, NY 10014, USA', 'longitude': -74.00497109999999}"
978,"{'latitude': 40.7299392, 'formatted_address': '60 Leroy St, New York, NY 10014, USA', 'longitude': -74.005074}"
979,"{'latitude': 40.733073, 'formatted_address': '106 Christopher St, New York, NY 10014, USA', 'longitude': -74.005025}"
980,"{'latitude': 40.729113, 'formatted_address': '65 Downing St, New York, NY 10014, USA', 'longitude': -74.0048793}"
981,"{'latitude': 40.7297022, 'formatted_address': '17 Downing St, New York, NY 10014, USA', 'longitude': -74.00304299999999}"
982,"{'latitude': 40.7307047, 'formatted_address': '21 Leroy St, New York, NY 10014, USA', 'longitude': -74.00382789999999}"
983,"{'latitude': 40.732041, 'formatted_address': '54 Barrow St, New York, NY 10014, USA', 'longitude': -74.0048334}"
984,"{'latitude': 40.7308015, 'formatted_address': '23 Leroy St, New York, NY 10014, USA', 'longitude': -74.0039657}"
985,"{'latitude': 40.7306853, 'formatted_address': '64 Morton St, New York, NY 10014, USA', 'longitude': -74.0061647}"
986,"{'latitude': 40.7299392, 'formatted_address': '60 Leroy St, New York, NY 10014, USA', 'longitude': -74.005074}"
987,"{'latitude': 40.7363593, 'formatted_address': '581 Hudson St, New York, NY 10014, USA', 'longitude': -74.0060453}"
988,"{'latitude': 40.7343059, 'formatted_address': '179 Waverly Pl, New York, NY 10014, USA', 'longitude': -74.001171}"
989,"{'latitude': 40.7355116, 'formatted_address': '26 Perry St, New York, NY 10014, USA', 'longitude': -74.0020789}"
990,"{'latitude': 40.7378553, 'formatted_address': '325 West 4th Street, New York, NY 10014, USA', 'longitude': -74.003717}"
991,"{'latitude': 40.7327281, 'formatted_address': '23 Grove St, New York, NY 10014, USA', 'longitude': -74.0052181}"
992,"{'latitude': 40.7326636, 'formatted_address': '19 Grove St, New York, NY 10014, USA', 'longitude': -74.0053207}"
993,"{'latitude': 40.7330011, 'formatted_address': '125 Washington Pl, New York, NY 10014, USA', 'longitude': -74.001528}"
994,"{'latitude': 40.733883, 'formatted_address': '192 W 10th St, New York, NY 10014, USA', 'longitude': -74.00345}"
995,"{'latitude': 40.736566, 'formatted_address': '217 W 11th St, New York, NY 10014, USA', 'longitude': -74.002184}"
996,"{'latitude': 40.729175, 'formatted_address': '217 Thompson St, New York, NY 10012, USA', 'longitude': -73.99932439999999}"
997,"{'latitude': 40.7301024, 'formatted_address': '126 Macdougal St, New York, NY 10012, USA', 'longitude': -74.0003211}"
998,"{'latitude': 40.7312007, 'formatted_address': '30 Cornelia St, New York, NY 10014, USA', 'longitude': -74.0024462}"
999,"{'latitude': 40.733161, 'formatted_address': '129 Washington Pl, New York, NY 10014, USA', 'longitude': -74.00178}"
